Users,HealthStatus,JobType,ActivityType
910,HEALTHY,Others,Working
911,HEALTHY,Others,Working
912,HEALTHY,Others,Working
913,HEALTHY,Others,Working
914,HEALTHY,Others,Working
915,HEALTHY,Others,Working
916,HEALTHY,Others,Working
917,HEALTHY,Others,Working
918,COVID19,Others,Working
919,HEALTHY,Others,Working
920,HEALTHY,Others,Working
921,HEALTHY,Others,Working
922,HEALTHY,Cleaning_Staff,Working
923,HEALTHY,Cleaning_Staff,Working
924,HEALTHY,Others,Working
925,HEALTHY,Others,Working
926,HEALTHY,Others,Working
927,HEALTHY,Others,Working
928,COVID19,Others,Working
929,HEALTHY,Others,Working
930,HEALTHY,Cleaning_Staff,Working
931,COVID19,Others,Working
932,HEALTHY,Others,Working
933,HEALTHY,Others,Working
934,COVID19,Others,Working
935,HEALTHY,Others,Working
936,HEALTHY,Others,Working
937,HEALTHY,Others,Working
938,HEALTHY,Others,Working
939,HEALTHY,Others,Working
940,HEALTHY,Cleaning_Staff,Working
941,HEALTHY,Others,Working
942,COVID19,Others,Working
943,HEALTHY,Others,Working
944,COVID19,Others,Working
945,COVID19,Others,Working
946,HEALTHY,Others,Working
947,HEALTHY,Others,Working
948,HEALTHY,Others,Working
949,HEALTHY,Others,Working
950,COVID19,Others,Working
951,HEALTHY,Others,Working
952,COVID19,Others,Working
953,COVID19,Others,Working
954,HEALTHY,Others,Working
955,HEALTHY,Others,Working
956,HEALTHY,Others,Working
957,HEALTHY,Others,Working
958,HEALTHY,Cleaning_Staff,Working
959,COVID19,Others,Working
960,HEALTHY,Others,Working
961,HEALTHY,Others,Working
962,HEALTHY,Cleaning_Staff,Working
963,HEALTHY,Others,Working
964,HEALTHY,Cleaning_Staff,Working
965,HEALTHY,Cleaning_Staff,Working
966,HEALTHY,Others,Working
967,HEALTHY,Others,Working
968,HEALTHY,Others,Working
969,HEALTHY,Others,Working
970,COVID19,Others,Working
971,COVID19,Others,Working
972,HEALTHY,Others,Working
973,HEALTHY,Others,Working
974,HEALTHY,Cleaning_Staff,Working
975,HEALTHY,Others,Working
976,HEALTHY,Others,Working
977,COVID19,Others,Working
978,HEALTHY,Others,Working
979,HEALTHY,Others,Working
980,COVID19,Others,Working
981,COVID19,Others,Working
982,HEALTHY,Others,Working
983,COVID19,Others,Working
984,HEALTHY,Others,Working
985,HEALTHY,Others,Working
986,HEALTHY,Others,Working
987,COVID19,Others,Working
988,COVID19,Others,Working
989,COVID19,Others,Working
990,HEALTHY,Others,Working
991,HEALTHY,Others,Working
992,HEALTHY,Others,Working
993,HEALTHY,Others,Working
994,HEALTHY,Others,Working
995,COVID19,Others,Working
996,HEALTHY,Others,Working
997,COVID19,Others,Working
998,COVID19,Others,Working
999,HEALTHY,Others,Working
1000,HEALTHY,Others,Working
1001,HEALTHY,Others,Working
1002,HEALTHY,Others,Working
1003,HEALTHY,Others,Working
1004,HEALTHY,Others,Working
1005,COVID19,Others,Working
1006,HEALTHY,Others,Working
1007,HEALTHY,Others,Working
1008,COVID19,Others,Working
1009,HEALTHY,Others,Working
1010,HEALTHY,Others,Working
1011,HEALTHY,Others,Working
1012,HEALTHY,Others,Working
1013,HEALTHY,Others,Working
1014,COVID19,Others,Working
1015,HEALTHY,Cleaning_Staff,Working
1016,HEALTHY,Others,Working
1017,COVID19,Others,Working
1018,HEALTHY,Others,Working
1019,HEALTHY,Others,Working
1020,HEALTHY,Others,Working
1021,HEALTHY,Others,Working
1022,HEALTHY,Others,Working
1023,HEALTHY,Others,Working
1024,HEALTHY,Others,Working
1025,HEALTHY,Others,Working
1026,HEALTHY,Others,Working
1027,HEALTHY,Cleaning_Staff,Working
1028,COVID19,Others,Working
1029,HEALTHY,Others,Working
1030,HEALTHY,Cleaning_Staff,Working
1031,HEALTHY,Others,Working
1032,HEALTHY,Cleaning_Staff,Working
1033,HEALTHY,Others,Working
1034,HEALTHY,Others,Working
1035,HEALTHY,Others,Working
1036,HEALTHY,Others,Working
1037,HEALTHY,Others,Working
1038,COVID19,Others,Working
1039,HEALTHY,Others,Working
1040,HEALTHY,Others,Working
1041,HEALTHY,Others,Working
1042,HEALTHY,Cleaning_Staff,Working
1043,HEALTHY,Others,Working
1044,HEALTHY,Others,Working
1045,COVID19,Others,Working
1046,HEALTHY,Others,Working
1047,HEALTHY,Others,Working
1048,HEALTHY,Others,Working
1049,HEALTHY,Others,Working
1050,HEALTHY,Others,Working
1051,HEALTHY,Others,Working
1052,HEALTHY,Others,Working
1053,HEALTHY,Others,Working
1054,HEALTHY,Others,Working
1055,HEALTHY,Others,Working
1056,HEALTHY,Others,Working
1057,COVID19,Others,Working
1058,COVID19,Others,Working
1059,HEALTHY,Others,Working
1060,HEALTHY,Cleaning_Staff,Working
1061,HEALTHY,Others,Working
1062,HEALTHY,Others,Working
1063,HEALTHY,Others,Working
1064,HEALTHY,Others,Working
1065,COVID19,Others,Working
1066,HEALTHY,Others,Working
1067,HEALTHY,Cleaning_Staff,Working
1068,COVID19,Others,Working
1069,HEALTHY,Others,Working
1070,HEALTHY,Others,Working
1071,HEALTHY,Others,Working
1072,HEALTHY,Others,Working
1073,HEALTHY,Others,Working
1074,HEALTHY,Others,Working
1075,HEALTHY,Others,Working
1076,COVID19,Others,Working
1077,HEALTHY,Others,Working
1078,HEALTHY,Others,Working
1079,HEALTHY,Others,Working
1080,HEALTHY,Others,Working
1081,HEALTHY,Others,Working
1082,HEALTHY,Others,Working
1083,COVID19,Others,Working
1084,HEALTHY,Others,Working
1085,COVID19,Others,Working
1086,HEALTHY,Cleaning_Staff,Working
1087,HEALTHY,Others,Working
1088,HEALTHY,Others,Working
1089,HEALTHY,Others,Working
1090,HEALTHY,Others,Working
1091,HEALTHY,Others,Working
1092,HEALTHY,Others,Working
1093,HEALTHY,Others,Working
1094,HEALTHY,Others,Working
1095,COVID19,Others,Working
1096,COVID19,Others,Working
1097,HEALTHY,Others,Working
1098,HEALTHY,Others,Working
1099,HEALTHY,Others,Working
1100,HEALTHY,Others,Working
1101,COVID19,Others,Working
1102,HEALTHY,Cleaning_Staff,Working
1103,HEALTHY,Others,Working
1104,HEALTHY,Others,Working
1105,HEALTHY,Others,Working
1106,COVID19,Others,Working
1107,HEALTHY,Cleaning_Staff,Working
1108,HEALTHY,Others,Working
1109,HEALTHY,Others,Working
1110,HEALTHY,Cleaning_Staff,Working
1111,HEALTHY,Others,Working
1112,HEALTHY,Others,Working
1113,HEALTHY,Cleaning_Staff,Working
1114,HEALTHY,Others,Working
1115,HEALTHY,Others,Working
1116,HEALTHY,Others,Working
1117,HEALTHY,Others,Working
1118,COVID19,Others,Working
1119,HEALTHY,Others,Working
1120,COVID19,Others,Working
1121,COVID19,Others,Working
1122,HEALTHY,Others,Working
1123,COVID19,Others,Working
1124,HEALTHY,Others,Working
1125,HEALTHY,Others,Working
1126,HEALTHY,Others,Working
1127,HEALTHY,Others,Working
1128,HEALTHY,Others,Working
1129,HEALTHY,Others,Working
1130,HEALTHY,Others,Working
1131,COVID19,Others,Working
1132,HEALTHY,Others,Working
1133,HEALTHY,Others,Working
1134,HEALTHY,Others,Working
1135,HEALTHY,Others,Working
1136,HEALTHY,Others,Working
1137,COVID19,Others,Working
1138,COVID19,Others,Working
1139,HEALTHY,Others,Working
1140,HEALTHY,Others,Working
1141,HEALTHY,Others,Working
1142,COVID19,Others,Working
1143,HEALTHY,Others,Working
1144,HEALTHY,Cleaning_Staff,Working
1145,HEALTHY,Cleaning_Staff,Working
1146,HEALTHY,Others,Working
1147,HEALTHY,Others,Working
1148,HEALTHY,Others,Working
1149,COVID19,Others,Working
1150,HEALTHY,Others,Working
1151,HEALTHY,Others,Working
1152,HEALTHY,Others,Working
1153,HEALTHY,Others,Working
1154,HEALTHY,Others,Working
1155,COVID19,Others,Working
1156,HEALTHY,Others,Working
1157,HEALTHY,Others,Working
1158,HEALTHY,Others,Working
1159,COVID19,Others,Working
1160,HEALTHY,Others,Working
1161,HEALTHY,Others,Working
1162,COVID19,Others,Working
1163,COVID19,Others,Working
1164,HEALTHY,Others,Working
1165,HEALTHY,Others,Working
1166,COVID19,Others,Working
1167,HEALTHY,Others,Working
1168,HEALTHY,Others,Working
1169,COVID19,Others,Working
1170,HEALTHY,Others,Working
1171,HEALTHY,Others,Working
1172,COVID19,Others,Working
1173,HEALTHY,Others,Working
1174,HEALTHY,Others,Working
1175,HEALTHY,Cleaning_Staff,Working
1176,HEALTHY,Cleaning_Staff,Working
1177,HEALTHY,Others,Working
1178,COVID19,Others,Working
1179,HEALTHY,Others,Working
1180,HEALTHY,Others,Working
1181,HEALTHY,Others,Working
1182,COVID19,Others,Working
1183,HEALTHY,Cleaning_Staff,Working
1184,HEALTHY,Others,Working
1185,HEALTHY,Others,Working
1186,HEALTHY,Others,Working
1187,HEALTHY,Others,Working
1188,HEALTHY,Others,Working
1189,HEALTHY,Others,Working
1190,COVID19,Others,Working
1191,HEALTHY,Others,Working
1192,HEALTHY,Others,Working
1193,HEALTHY,Others,Working
1194,HEALTHY,Others,Working
1195,HEALTHY,Others,Working
1196,HEALTHY,Others,Working
1197,HEALTHY,Others,Working
1198,COVID19,Others,Working
1199,HEALTHY,Cleaning_Staff,Working
1200,HEALTHY,Others,Working
1201,HEALTHY,Others,Working
1202,HEALTHY,Others,Working
1203,HEALTHY,Cleaning_Staff,Working
1204,HEALTHY,Others,Working
1205,HEALTHY,Others,Working
1206,HEALTHY,Others,Working
1207,COVID19,Others,Working
1208,HEALTHY,Others,Working
1209,COVID19,Others,Working
1210,HEALTHY,Others,Working
1211,HEALTHY,Others,Working
1212,HEALTHY,Others,Working
1213,HEALTHY,Others,Working
1214,HEALTHY,Others,Working
1215,HEALTHY,Others,Working
1216,HEALTHY,Others,Working
1217,COVID19,Others,Working
1218,HEALTHY,Others,Working
1219,HEALTHY,Others,Working
1220,HEALTHY,Cleaning_Staff,Working
1221,HEALTHY,Others,Working
1222,HEALTHY,Others,Working
1223,HEALTHY,Cleaning_Staff,Working
1224,COVID19,Others,Working
1225,HEALTHY,Cleaning_Staff,Working
1226,HEALTHY,Others,Working
1227,HEALTHY,Others,Working
1228,COVID19,Others,Working
1229,COVID19,Others,Working
1230,HEALTHY,Others,Working
1231,HEALTHY,Others,Working
1232,HEALTHY,Others,Working
1233,HEALTHY,Others,Working
1234,HEALTHY,Others,Working
1235,HEALTHY,Others,Working
1236,HEALTHY,Cleaning_Staff,Working
1237,HEALTHY,Others,Working
1238,HEALTHY,Others,Working
1239,HEALTHY,Others,Working
1240,COVID19,Others,Working
1241,HEALTHY,Others,Working
1242,HEALTHY,Others,Working
1243,HEALTHY,Others,Working
1244,HEALTHY,Others,Working
1245,COVID19,Others,Working
1246,COVID19,Others,Working
1247,HEALTHY,Others,Working
1248,HEALTHY,Others,Working
1249,HEALTHY,Others,Working
1250,HEALTHY,Others,Working
1251,HEALTHY,Others,Working
1252,HEALTHY,Cleaning_Staff,Working
1253,HEALTHY,Others,Working
1254,HEALTHY,Cleaning_Staff,Working
1255,COVID19,Others,Working
1256,HEALTHY,Others,Working
1257,HEALTHY,Others,Working
1258,HEALTHY,Others,Working
1259,HEALTHY,Others,Working
1260,COVID19,Others,Working
1261,HEALTHY,Others,Working
1262,HEALTHY,Others,Working
1263,HEALTHY,Others,Working
1264,HEALTHY,Others,Working
1265,COVID19,Others,Working
1266,HEALTHY,Cleaning_Staff,Working
1267,HEALTHY,Others,Working
1268,HEALTHY,Cleaning_Staff,Working
1269,HEALTHY,Others,Working
1270,HEALTHY,Others,Working
1271,HEALTHY,Others,Working
1272,HEALTHY,Cleaning_Staff,Working
1273,HEALTHY,Others,Working
1274,HEALTHY,Others,Working
1275,HEALTHY,Cleaning_Staff,Working
1276,HEALTHY,Others,Working
1277,COVID19,Others,Working
1278,HEALTHY,Others,Working
1279,HEALTHY,Others,Working
1280,HEALTHY,Others,Working
1281,HEALTHY,Others,Working
1282,HEALTHY,Others,Working
1283,HEALTHY,Others,Working
1284,HEALTHY,Others,Working
1285,HEALTHY,Others,Working
1286,HEALTHY,Others,Working
1287,HEALTHY,Others,Working
1288,HEALTHY,Cleaning_Staff,Working
1289,HEALTHY,Others,Working
1290,HEALTHY,Others,Working
1291,HEALTHY,Others,Working
1292,HEALTHY,Others,Working
1293,HEALTHY,Others,Working
1294,HEALTHY,Others,Working
1295,HEALTHY,Others,Working
1296,COVID19,Others,Working
1297,COVID19,Others,Working
1298,HEALTHY,Others,Working
1299,HEALTHY,Others,Working
1300,HEALTHY,Others,Working
1301,HEALTHY,Others,Working
1302,HEALTHY,Others,Working
1303,COVID19,Others,Working
1304,HEALTHY,Others,Working
1305,HEALTHY,Cleaning_Staff,Working
1306,HEALTHY,Others,Working
1307,HEALTHY,Others,Working
1308,HEALTHY,Others,Working
1309,COVID19,Others,Working
1310,HEALTHY,Others,Working
1311,HEALTHY,Others,Working
1312,HEALTHY,Others,Working
1313,COVID19,Others,Working
1314,HEALTHY,Others,Working
1315,HEALTHY,Others,Working
1316,HEALTHY,Others,Working
1317,HEALTHY,Others,Working
1318,HEALTHY,Others,Working
1319,HEALTHY,Others,Working
1320,HEALTHY,Others,Working
1321,HEALTHY,Others,Working
1322,HEALTHY,Others,Working
1323,HEALTHY,Others,Working
1324,HEALTHY,Others,Working
1325,HEALTHY,Others,Working
1326,HEALTHY,Cleaning_Staff,Working
1327,HEALTHY,Others,Working
1328,HEALTHY,Others,Working
1329,COVID19,Others,Working
1330,HEALTHY,Cleaning_Staff,Working
1331,COVID19,Others,Working
1332,HEALTHY,Cleaning_Staff,Working
1333,HEALTHY,Others,Working
1334,HEALTHY,Others,Working
1335,HEALTHY,Others,Working
1336,COVID19,Others,Working
1337,COVID19,Others,Working
1338,COVID19,Others,Working
1339,HEALTHY,Others,Working
1340,HEALTHY,Cleaning_Staff,Working
1341,HEALTHY,Others,Working
1342,HEALTHY,Others,Working
1343,COVID19,Others,Working
1344,HEALTHY,Others,Working
1345,HEALTHY,Others,Working
1346,HEALTHY,Others,Working
1347,COVID19,Others,Working
1348,HEALTHY,Others,Working
1349,HEALTHY,Others,Working
1350,COVID19,Others,Working
1351,COVID19,Others,Working
1352,HEALTHY,Others,Working
1353,HEALTHY,Cleaning_Staff,Working
1354,COVID19,Others,Working
1355,HEALTHY,Others,Working
1356,COVID19,Others,Working
1357,HEALTHY,Others,Working
1358,HEALTHY,Others,Working
1359,HEALTHY,Cleaning_Staff,Working
1360,HEALTHY,Others,Working
1361,HEALTHY,Others,Working
1362,HEALTHY,Others,Working
1363,HEALTHY,Others,Working
1364,HEALTHY,Others,Working
1365,HEALTHY,Others,Working
1366,HEALTHY,Others,Working
1367,HEALTHY,Others,Working
1368,HEALTHY,Others,Working
1369,COVID19,Others,Working
1370,HEALTHY,Cleaning_Staff,Working
1371,HEALTHY,Others,Working
1372,HEALTHY,Others,Working
1373,HEALTHY,Others,Working
1374,HEALTHY,Others,Working
1375,COVID19,Others,Working
1376,HEALTHY,Others,Working
1377,HEALTHY,Others,Working
1378,HEALTHY,Others,Working
1379,HEALTHY,Others,Working
1380,HEALTHY,Others,Working
1381,HEALTHY,Others,Working
1382,HEALTHY,Others,Working
1383,COVID19,Others,Working
1384,HEALTHY,Others,Working
1385,HEALTHY,Others,Working
1386,HEALTHY,Others,Working
1387,HEALTHY,Others,Working
1388,HEALTHY,Others,Working
1389,COVID19,Others,Working
1390,COVID19,Others,Working
1391,COVID19,Others,Working
1392,HEALTHY,Others,Working
1393,HEALTHY,Others,Working
1394,HEALTHY,Others,Working
1395,HEALTHY,Others,Working
1396,HEALTHY,Others,Working
1397,COVID19,Others,Working
1398,HEALTHY,Others,Working
1399,HEALTHY,Others,Working
1400,HEALTHY,Others,Working
1401,COVID19,Others,Working
1402,HEALTHY,Cleaning_Staff,Working
1403,HEALTHY,Others,Working
1404,HEALTHY,Others,Working
1405,HEALTHY,Others,Working
1406,HEALTHY,Others,Working
1407,COVID19,Others,Working
1408,COVID19,Others,Working
1409,HEALTHY,Others,Working
1410,HEALTHY,Others,Working
1411,HEALTHY,Others,Working
1412,HEALTHY,Others,Working
1413,HEALTHY,Others,Working
1414,HEALTHY,Others,Working
1415,COVID19,Others,Working
1416,HEALTHY,Others,Working
1417,COVID19,Others,Working
1418,HEALTHY,Others,Working
1419,HEALTHY,Cleaning_Staff,Working
1420,HEALTHY,Others,Working
1421,COVID19,Others,Working
1422,HEALTHY,Others,Working
1423,COVID19,Others,Working
1424,COVID19,Others,Working
1425,HEALTHY,Others,Working
1426,HEALTHY,Others,Working
1427,HEALTHY,Others,Working
1428,HEALTHY,Others,Working
1429,HEALTHY,Others,Working
1430,HEALTHY,Others,Working
1431,HEALTHY,Others,Working
1432,HEALTHY,Others,Working
1433,HEALTHY,Others,Working
1434,HEALTHY,Others,Working
1435,HEALTHY,Others,Working
1436,HEALTHY,Others,Working
1437,COVID19,Others,Working
1438,HEALTHY,Others,Working
1439,COVID19,Others,Working
1440,HEALTHY,Others,Working
1441,HEALTHY,Others,Working
1442,HEALTHY,Others,Working
1443,HEALTHY,Cleaning_Staff,Working
1444,HEALTHY,Others,Working
1445,HEALTHY,Cleaning_Staff,Working
1446,HEALTHY,Others,Working
1447,COVID19,Others,Working
1448,HEALTHY,Cleaning_Staff,Working
1449,HEALTHY,Others,Working
1450,HEALTHY,Others,Working
1451,HEALTHY,Others,Working
1452,HEALTHY,Others,Working
1453,HEALTHY,Others,Working
1454,HEALTHY,Others,Working
1455,HEALTHY,Others,Working
1456,HEALTHY,Others,Working
1457,HEALTHY,Others,Working
1458,HEALTHY,Others,Working
1459,HEALTHY,Others,Working
1460,HEALTHY,Others,Working
1461,HEALTHY,Others,Working
1462,HEALTHY,Others,Working
1463,COVID19,Others,Working
1464,HEALTHY,Others,Working
1465,HEALTHY,Others,Working
1466,HEALTHY,Cleaning_Staff,Working
1467,HEALTHY,Others,Working
1468,HEALTHY,Others,Working
1469,HEALTHY,Others,Working
1470,HEALTHY,Others,Working
1471,HEALTHY,Others,Working
1472,HEALTHY,Others,Working
1473,HEALTHY,Cleaning_Staff,Working
1474,HEALTHY,Cleaning_Staff,Working
1475,HEALTHY,Others,Working
1476,HEALTHY,Others,Working
1477,HEALTHY,Others,Working
1478,COVID19,Others,Working
1479,HEALTHY,Others,Working
1480,HEALTHY,Others,Working
1481,HEALTHY,Cleaning_Staff,Working
1482,HEALTHY,Others,Working
1483,HEALTHY,Others,Working
1484,HEALTHY,Others,Working
1485,HEALTHY,Others,Working
1486,HEALTHY,Others,Working
1487,HEALTHY,Others,Working
1488,HEALTHY,Others,Working
1489,HEALTHY,Others,Working
1490,HEALTHY,Others,Working
1491,HEALTHY,Others,Working
1492,HEALTHY,Others,Working
1493,HEALTHY,Others,Working
1494,HEALTHY,Others,Working
1495,COVID19,Others,Working
1496,HEALTHY,Others,Working
1497,HEALTHY,Others,Working
1498,HEALTHY,Others,Working
1499,HEALTHY,Others,Working
1500,HEALTHY,Others,Working
1501,HEALTHY,Others,Working
1502,HEALTHY,Cleaning_Staff,Working
1503,HEALTHY,Others,Working
1504,HEALTHY,Others,Working
1505,HEALTHY,Others,Working
1506,HEALTHY,Others,Working
1507,HEALTHY,Others,Working
1508,HEALTHY,Others,Working
1509,HEALTHY,Others,Working
1510,HEALTHY,Others,Working
1511,COVID19,Others,Working
1512,HEALTHY,Others,Working
1513,HEALTHY,Others,Working
1514,HEALTHY,Others,Working
1515,HEALTHY,Others,Working
1516,HEALTHY,Others,Working
1517,HEALTHY,Others,Working
1518,HEALTHY,Others,Working
1519,COVID19,Others,Working
1520,HEALTHY,Cleaning_Staff,Working
1521,HEALTHY,Others,Working
1522,HEALTHY,Others,Working
1523,HEALTHY,Others,Working
1524,COVID19,Others,Working
1525,COVID19,Others,Working
1526,HEALTHY,Others,Working
1527,HEALTHY,Others,Working
1528,HEALTHY,Others,Working
1529,HEALTHY,Others,Working
1530,HEALTHY,Others,Working
1531,HEALTHY,Others,Working
1532,HEALTHY,Others,Working
1533,HEALTHY,Others,Working
1534,COVID19,Others,Working
1535,HEALTHY,Others,Working
1536,HEALTHY,Others,Working
1537,HEALTHY,Others,Working
1538,HEALTHY,Others,Working
1539,HEALTHY,Others,Working
1540,HEALTHY,Others,Working
1541,HEALTHY,Others,Working
1542,HEALTHY,Others,Working
1543,HEALTHY,Others,Working
1544,HEALTHY,Others,Working
1545,COVID19,Others,Working
1546,HEALTHY,Others,Working
1547,COVID19,Others,Working
1548,HEALTHY,Others,Working
1549,HEALTHY,Cleaning_Staff,Working
1550,HEALTHY,Others,Working
1551,HEALTHY,Others,Working
1552,HEALTHY,Others,Working
1553,COVID19,Others,Working
1554,HEALTHY,Others,Working
1555,HEALTHY,Others,Working
1556,HEALTHY,Others,Working
1557,HEALTHY,Others,Working
1558,HEALTHY,Others,Working
1559,HEALTHY,Others,Working
1560,HEALTHY,Others,Working
1561,HEALTHY,Others,Working
1562,HEALTHY,Others,Working
1563,COVID19,Others,Working
1564,COVID19,Others,Working
1565,HEALTHY,Others,Working
1566,HEALTHY,Others,Working
1567,HEALTHY,Others,Working
1568,HEALTHY,Others,Working
1569,HEALTHY,Others,Working
1570,COVID19,Others,Working
1571,HEALTHY,Others,Working
1572,COVID19,Others,Working
1573,HEALTHY,Others,Working
1574,HEALTHY,Cleaning_Staff,Working
1575,HEALTHY,Others,Working
1576,COVID19,Others,Working
1577,COVID19,Others,Working
1578,HEALTHY,Others,Working
1579,HEALTHY,Others,Working
1580,HEALTHY,Others,Working
1581,HEALTHY,Others,Working
1582,HEALTHY,Others,Working
1583,HEALTHY,Cleaning_Staff,Working
1584,HEALTHY,Others,Working
1585,HEALTHY,Others,Working
1586,HEALTHY,Others,Working
1587,HEALTHY,Others,Working
1588,HEALTHY,Cleaning_Staff,Working
1589,HEALTHY,Others,Working
1590,HEALTHY,Others,Working
1591,HEALTHY,Others,Working
1592,HEALTHY,Others,Working
1593,HEALTHY,Others,Working
1594,HEALTHY,Others,Working
1595,HEALTHY,Others,Working
1596,HEALTHY,Others,Working
1597,COVID19,Others,Working
1598,HEALTHY,Others,Working
1599,COVID19,Others,Working
1600,HEALTHY,Others,Working
1601,HEALTHY,Others,Working
1602,HEALTHY,Others,Working
